@relation 'feature_compiled_all-weka.filters.unsupervised.attribute.Remove-R46-50,53,56-60-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R2-3,6-13,15-20,23,25,28,30-32,35-45'

@attribute NumDots numeric
@attribute UrlLength numeric
@attribute NumDash numeric
@attribute NumNumericChars numeric
@attribute PathLength numeric
@attribute QueryLength numeric
@attribute NumSensitiveWords numeric
@attribute PctExtHyperlinks numeric
@attribute PctExtResourceUrls numeric
@attribute InsecureForms numeric
@attribute PctNullSelfRedirectHyperlinks numeric
@attribute FrequentDomainNameMismatch numeric
@attribute ExtMetaScriptLinkRT numeric
@attribute PctExtNullSelfRedirectHyperlinksRT numeric
@attribute CLASS_LABEL {0,1}

@data
2,26,0,0,7,0,0,0.923077,1,1,0,1,-1,-1,1
2,79,0,23,57,0,1,0,0,1,0.454545,0,1,0,1
1,33,0,0,9,0,0,0,0,1,0,0,1,1,1
1,52,0,3,33,0,0,0.066667,0.076923,1,0.866667,0,1,-1,1
1,52,0,3,33,0,0,0.066667,0.076923,1,0.866667,0,1,-1,1
7,80,1,3,5,0,2,0,0,1,1,0,1,-1,1
2,30,0,0,8,0,0,0,1,1,0,1,-1,1,1
5,79,0,0,53,0,0,0.833333,0.235294,1,0.083333,0,0,-1,1
2,166,1,25,52,87,0,0,0.2,1,0,0,0,1,1
2,43,0,0,20,0,0,0,0,1,0,0,1,1,1
2,39,1,0,15,0,0,0,0,1,0,0,1,1,1
14,241,0,74,24,174,0,0,0.642857,1,0,0,0,1,1
1,34,1,0,12,0,0,0.307692,1,1,0,0,-1,1,1
3,45,0,0,20,0,0,0,0.214286,1,1,0,1,-1,1
1,63,0,21,38,0,0,0,0,1,0,0,1,1,1
1,63,0,20,38,0,0,0,0,1,0,0,1,1,1
1,63,0,17,38,0,0,0,0,1,0,0,1,1,1
2,60,0,1,24,0,0,0,0,1,0,0,1,1,1
2,56,0,1,20,0,0,0,0,1,0,0,1,1,1
2,40,0,0,17,0,0,0,0.785714,1,1,1,1,-1,1
3,135,1,23,111,0,0,1,1,1,0,1,-1,-1,1
1,101,0,30,81,0,0,0,0.666667,1,0,1,0,1,1
2,44,0,1,19,0,0,0,0.071429,1,1,0,1,-1,1
1,47,0,0,32,0,0,0,0.074074,1,0,0,1,1,1
3,58,0,0,23,0,0,0,0,1,0,0,1,1,1
3,61,0,0,23,0,0,0,0,1,0,0,1,1,1
3,68,0,0,23,0,0,0,0,1,0,0,1,1,1
3,60,0,0,23,0,0,0,0,1,0,0,1,1,1
3,58,0,0,23,0,0,0,0,1,0,0,1,1,1
3,59,0,0,23,0,0,0,0,1,0,0,1,1,1
2,144,0,71,57,64,1,0,0,1,0,0,1,1,1
7,117,0,4,10,73,0,0.933333,1,1,0,1,-1,-1,1
3,57,0,4,25,0,0,1,0.142857,1,0,0,0,-1,1
3,44,0,0,18,0,0,0,0,1,1,0,1,-1,1
3,47,1,0,19,0,0,0,0.785714,1,1,1,1,-1,1
3,43,0,0,10,0,0,0.933333,1,1,0,1,-1,-1,1
2,57,0,0,42,0,0,0,0.074074,1,0,0,1,1,1
4,47,0,0,18,0,0,0,0,1,0,0,1,1,1
2,42,0,2,23,0,0,0,1,1,1,1,-1,-1,1
3,71,1,24,50,0,1,0,0.111111,1,0,0,1,1,1
2,37,0,0,15,0,0,0.923077,1,1,0,1,-1,-1,1
7,135,1,15,49,72,1,1,1,1,0,1,-1,-1,1
4,59,0,0,36,0,0,0,0,1,0,0,1,1,1
4,55,0,0,22,0,1,0,1,1,1,0,-1,-1,1
3,58,0,0,23,0,0,0,0,1,0,0,1,1,1
2,135,1,4,18,95,0,0,0.333333,1,0,0,-1,1,1
3,40,0,0,9,0,0,0.923077,1,1,0,1,-1,-1,1
3,48,0,0,29,0,0,1,0.2,1,0,1,0,-1,1
3,53,0,0,24,0,0,0,0.642857,1,1,0,0,-1,1
2,48,0,0,27,0,0,0,0,1,0,0,1,1,1
2,47,0,0,26,0,0,0,0,1,0,0,1,1,1
4,102,1,0,56,0,0,0.857143,0.121212,1,0.142857,0,1,-1,1
2,47,0,0,26,0,0,0,0,1,0,0,1,1,1
2,47,1,0,23,0,0,1,1,1,0,1,1,-1,1
2,52,2,1,24,0,0,1,0,1,0,0,1,-1,1
2,84,0,22,49,5,0,0,0.1875,1,0,0,0,1,1
3,58,0,0,39,0,0,0,0,1,0,0,1,1,1
3,65,1,2,38,0,0,0,0,1,0,0,1,1,1
4,78,0,10,58,0,1,0,0,1,0,1,1,1,1
2,42,0,0,26,0,0,0,0,1,0,0,1,1,1
3,63,0,0,25,0,0,0,0.285714,1,0,0,-1,1,1
2,43,0,0,21,0,0,0,0,1,1,0,1,-1,1
3,54,0,0,17,0,0,0,0.666667,1,1,0,0,-1,1
1,43,0,0,12,0,0,0.933333,1,1,0,1,-1,-1,1
3,51,0,0,17,0,0,0,0.666667,1,1,0,0,-1,1
3,71,0,6,36,0,0,0,0.022222,1,1,0,1,-1,1
2,77,1,0,46,0,0,0.909091,0.315789,1,0.090909,0,0,-1,1
2,47,0,0,23,0,0,1,1,1,0,1,1,-1,1
2,35,0,0,16,0,0,0.933333,1,1,0.066667,1,-1,-1,1
6,134,0,1,43,61,1,0.923077,1,0,0,1,-1,-1,1
2,75,1,22,51,0,0,0.192982,1,1,0.017544,0,-1,1,1
4,57,0,9,38,0,0,0,0,1,1,1,1,-1,1
2,51,0,1,29,0,0,0,0,1,0,0,1,1,1
3,92,0,4,64,0,0,0.818182,1,1,0,1,-1,-1,1
1,39,0,0,8,0,0,0,0,1,0,0,1,1,1
2,39,0,1,17,0,0,0.923077,1,1,0,1,-1,-1,1
2,41,0,0,26,0,0,0,0,1,0,0,1,1,1
3,51,0,0,32,0,0,0,0,1,0,0,1,1,1
4,54,0,0,29,0,0,0.833333,0.235294,1,0.083333,0,0,-1,1
1,68,1,0,41,0,0,0.066667,0.076923,1,0.866667,0,1,-1,1
3,68,2,0,43,0,0,0,0,1,0,0,1,1,1
2,65,0,0,36,4,1,1,1,1,0,1,-1,-1,1
3,71,0,29,50,0,0,0,1,1,0,1,-1,1,1
2,60,0,0,36,0,1,1,1,1,0,1,-1,-1,1
3,41,0,4,22,0,0,0,0,1,0,0,1,1,1
2,38,0,0,15,0,0,0,0,1,1,0,1,-1,1
4,46,0,0,17,0,0,0.923077,1,1,0,1,-1,-1,1
3,75,0,7,39,0,0,0,0,1,1,0,1,-1,1
1,48,0,0,28,0,0,0.066667,0.076923,1,0.866667,0,1,-1,1
3,53,0,0,20,0,0,0.833333,0.952381,1,0.166667,1,-1,-1,1
2,53,0,0,27,0,0,0.833333,0.952381,1,0.166667,1,-1,-1,1
2,37,1,0,11,0,0,0.307692,1,1,0,0,-1,1,1
2,52,0,0,36,0,0,0,0,1,0,0,1,1,1
2,43,0,0,16,0,0,0,0,1,0,0,1,1,1
3,59,0,1,35,0,0,0.833333,1,1,0.166667,1,-1,-1,1
5,52,0,0,24,0,0,0,1,1,0,1,-1,1,1
2,90,1,1,19,52,0,0,0,1,0,0,1,1,1
9,210,1,15,49,147,1,1,1,1,0,1,-1,-1,1
3,53,0,0,34,0,0,0,0,1,0,0,1,1,1
7,128,1,1,46,59,1,1,0.2,1,0,1,0,-1,1
2,34,0,0,10,0,0,0,0.785714,1,1,1,1,-1,1
3,63,1,0,34,0,0,0,0,1,1,0,1,-1,1
2,86,5,6,64,0,2,0,0.1,1,0,0,1,1,1
3,51,1,0,23,0,0,0,0,1,0,0,1,1,1
2,43,0,0,19,0,0,0,0,1,1,0,1,-1,1
3,42,0,0,19,0,0,0,0,1,0,0,1,1,1
1,32,1,0,6,0,0,0.083333,0.9,1,0.166667,1,0,1,1
4,43,0,0,20,0,0,0,1,1,0,1,-1,1,1
2,40,1,0,27,0,0,0.166667,1,1,0.722222,1,-1,-1,1
2,52,1,0,28,0,0,0.923077,1,1,0,1,-1,-1,1
2,37,0,0,19,0,0,0,0,1,0,0,1,1,1
2,86,1,1,19,48,0,0,0,1,0,0,1,1,1
3,57,0,0,35,0,0,0,0,1,0,0,1,1,1
3,42,0,0,20,0,0,0,0,1,0,0,1,1,1
1,22,0,0,4,0,0,0.933333,1,1,0,1,-1,-1,1
3,52,3,12,13,0,0,0.375,0,1,0.1875,0,0,0,1
3,79,0,4,52,0,0,0,0,1,0,1,1,1,1
2,44,0,0,22,0,0,0,0,1,0,1,1,1,1
3,43,0,0,22,0,0,0,0,1,0,1,1,1,1
2,44,0,0,22,0,0,0,0,1,0,1,1,1,1
2,48,0,0,22,0,0,0,0,1,0,1,1,1,1
2,39,0,0,22,0,0,0,0,1,0,1,1,1,1
1,32,1,0,17,0,0,0,0,1,0,0,1,1,1
2,39,0,0,18,0,0,0,0,1,0,0,1,1,1
1,20,0,0,4,0,0,0.933333,1,1,0,1,-1,-1,1
1,22,0,0,4,0,0,0.933333,0.909091,1,0,1,-1,-1,1
2,53,1,0,29,0,0,0.923077,1,1,0,1,-1,-1,1
3,42,0,0,19,0,0,1,1,1,0,1,-1,-1,1
3,39,0,2,16,0,0,1,1,1,0,1,-1,-1,1
3,39,0,3,16,0,0,1,1,1,0,1,-1,-1,1
3,39,0,3,16,0,0,1,1,1,0,1,-1,-1,1
2,78,0,21,52,0,0,0,0.2,1,0,0,0,1,1
2,26,0,0,4,0,0,0.933333,0.909091,1,0,1,-1,-1,1
1,24,0,0,5,0,0,1,0.142857,1,0,0,0,-1,1
1,26,0,0,4,0,0,0.933333,1,1,0,1,-1,-1,1
5,104,0,21,87,0,1,0,0.8,1,0.5,0,0,0,1
1,42,0,0,25,0,0,0,0.285714,1,0,0,-1,1,1
1,50,1,4,30,0,0,0,0,1,1,0,1,-1,1
1,39,0,0,9,0,0,0,0.785714,1,1,1,1,-1,1
2,43,0,0,22,0,0,0,0,1,0,1,1,1,1
2,44,0,0,22,0,0,0,0,1,0,1,1,1,1
2,40,1,0,10,0,1,0,0,1,0,1,1,1,1
2,41,0,0,22,0,0,0,0,1,0,1,1,1,1
5,67,1,0,29,0,1,0.471698,0.976744,1,0.037736,1,-1,0,1
5,67,1,1,29,0,1,0.471698,0.976744,1,0.037736,1,-1,0,1
6,135,0,1,43,62,1,0,1,0,0,1,-1,1,1
2,51,0,0,32,0,1,0,0.923077,1,1,1,-1,-1,1
1,52,1,4,14,0,0,0,0,1,1,0,1,-1,1
2,61,1,4,23,0,0,0,0,1,1,0,1,-1,1
2,60,0,5,13,24,0,0,0.153846,1,0,0,1,1,1
2,33,0,0,15,0,0,0,0,1,0,0,1,1,1
5,71,1,9,52,0,0,1,1,1,0,1,-1,-1,1
1,56,0,5,13,24,0,0,0.153846,1,0,0,1,1,1
2,104,0,6,4,75,0,0.333333,0,0,0,0,1,0,1
4,75,1,0,43,0,0,0.5,1,1,0,1,-1,0,1
2,49,1,0,29,0,0,0.446429,1,1,0,0,-1,0,1
3,70,0,5,23,24,0,0,0.153846,1,0,0,1,1,1
2,41,0,0,12,0,0,1,0.857143,1,0,1,-1,-1,1
9,202,1,15,49,139,1,1,1,1,0,1,-1,-1,1
2,47,0,1,16,0,0,0,0.222222,1,0,0,1,1,1
2,50,0,4,23,0,0,0,0,1,1,0,1,-1,1
2,50,0,4,23,0,0,0,0,1,1,0,1,-1,1
2,50,0,4,23,0,0,0,0,1,1,0,1,-1,1
2,35,0,4,18,0,0,0,0.25,1,1,0,0,-1,1
2,33,0,0,10,0,0,0,0,1,0,1,1,1,1
3,41,0,0,10,0,0,0,0,1,0,1,1,1,1
2,29,0,0,10,0,0,0,0,1,0,1,1,1,1
2,47,0,0,22,0,0,0,0,1,0,1,1,1,1
2,37,0,0,10,0,0,0,0,1,0,1,1,1,1
7,115,1,13,5,34,2,0,0,1,0,0,1,1,1
3,48,0,0,22,0,0,0,0,1,0,1,1,1,1
2,40,0,0,10,0,0,0,0,1,0,1,1,1,1
2,40,0,0,10,0,0,0,0,1,0,1,1,1,1
2,33,1,0,10,0,0,0,0,1,0,1,1,1,1
2,71,1,0,48,0,0,0,0,1,0,1,1,1,1
3,54,0,0,22,0,0,0,0,1,0,1,1,1,1
2,52,0,0,33,0,1,0,0,1,1,0,1,-1,1
2,39,0,0,12,0,0,0,0,1,0,0,1,1,1
4,145,2,36,35,77,2,0,0,1,0,0,1,1,1
2,52,0,0,16,0,0,1,1,1,0,1,-1,-1,1
2,35,0,0,10,0,0,0,0,1,0,1,1,1,1
2,47,0,0,22,0,0,0,0,1,0,1,1,1,1
3,56,1,0,22,0,0,0,0,1,0,1,1,1,1
2,44,0,0,22,0,0,0,0,1,0,1,1,1,1
2,40,0,2,22,0,0,0,0,1,0,1,1,1,1
2,42,0,0,22,0,0,0,0,1,0,1,1,1,1
2,43,0,0,10,0,0,0,0,1,0,1,1,1,1
2,45,0,0,22,0,0,0,0,1,0,1,1,1,1
2,63,1,0,44,0,0,0,0,1,0,1,1,1,1
3,47,0,0,23,0,0,0,0,1,1,0,1,-1,1
2,45,0,0,22,0,0,0,0,1,0,1,1,1,1
2,83,0,1,33,31,1,1,1,1,0,1,-1,-1,1
2,39,0,0,10,0,0,0,0,1,0,1,1,1,1
2,45,0,0,22,0,0,0,0,1,0,1,1,1,1
3,46,0,0,22,0,0,0,0,1,0,1,1,1,1
3,84,3,0,59,0,0,0,0,1,0,1,1,1,1
3,47,0,0,16,0,0,0,0.071429,1,1,0,1,-1,1
3,49,0,0,22,0,0,0,0,1,0,1,1,1,1
2,47,0,0,22,0,0,0,0,1,0,1,1,1,1
4,51,0,0,19,0,0,0.5,0,1,0.5,0,1,-1,1
2,37,1,0,18,0,0,0,0,1,0,0,1,1,1
2,44,0,0,21,0,0,0,0.583333,1,0.8,0,-1,-1,1
2,50,0,0,15,0,0,0,0.785714,1,1,1,1,-1,1
3,40,0,0,17,0,0,1,1,1,0,1,-1,-1,1
9,188,1,15,49,125,1,1,1,1,0,1,-1,-1,1
2,60,1,0,42,0,0,0.333333,0.1875,1,0.666667,0,0,-1,1
2,72,0,4,47,0,0,0,0,1,0,1,1,1,1
2,84,3,0,59,0,0,0,0,1,0,1,1,1,1
2,47,0,0,21,0,0,0,0,1,0,1,1,1,1
2,81,1,0,52,0,0,0,0,1,0,1,1,1,1
3,67,0,0,40,0,0,0,0,1,0,1,1,1,1
5,75,2,9,56,0,0,1,1,1,0,1,-1,-1,1
2,76,0,4,35,0,0,0,0,1,1,0,1,-1,1
4,75,1,9,56,0,1,0.25,1,1,0.75,1,-1,-1,1
5,65,1,9,46,0,0,1,1,1,0,1,-1,-1,1
5,62,1,9,43,0,0,1,1,1,0,1,-1,-1,1
5,65,1,9,46,0,0,1,1,1,0,1,-1,-1,1
5,67,1,9,48,0,0,1,1,1,0,1,-1,-1,1
2,116,2,1,49,48,0,0,0,1,0,0,1,1,1
5,69,1,9,50,0,0,1,1,1,0,1,-1,-1,1
2,37,0,0,15,0,0,0.923077,1,1,0,1,-1,-1,1
3,43,0,4,21,0,0,1,0.142857,1,0,0,0,-1,1
3,49,0,0,25,0,0,0.923077,1,1,0,1,-1,-1,1
5,66,1,9,47,0,0,1,1,1,0,1,-1,-1,1
3,97,1,16,75,0,2,0,1,1,0,1,-1,1,1
7,79,1,1,5,0,2,0,0,1,1,0,1,-1,1
7,73,1,2,5,0,2,0,0,1,1,0,1,-1,1
1,50,1,4,28,0,0,0,0,1,0,0,1,1,1
2,40,0,0,23,0,0,0.75,0.1,1,0.25,0,0,-1,1
5,64,1,9,45,0,0,1,1,1,0,1,-1,-1,1
2,38,0,0,15,0,0,1,1,1,0,1,-1,-1,1
2,53,1,0,30,0,0,0,0,1,0,0,1,1,1
2,52,1,0,32,0,0,1,1,1,0,1,-1,-1,1
1,26,0,0,5,0,0,1,1,1,0,1,-1,-1,1
3,48,0,0,25,0,0,1,1,1,0,1,-1,-1,1
2,41,0,0,24,0,0,0,0.642857,1,1,0,0,-1,1
3,72,1,0,44,0,0,0,0,1,0,0,1,1,1
2,37,0,0,16,0,0,0,1,1,0,1,-1,1,1
3,81,1,0,61,0,0,0,0,1,0,0,1,1,1
2,53,1,0,29,0,0,0.923077,1,1,0,1,-1,-1,1
2,45,0,0,25,0,0,0.25,1,1,0.1,0,-1,0,1
9,203,1,15,49,140,1,1,1,1,0,1,-1,-1,1
2,56,1,0,40,0,0,0.985507,1,0,0,1,-1,-1,1
3,47,0,0,28,0,1,0.9,1,1,0.1,1,-1,-1,1
2,44,1,0,16,0,0,0,1,1,0,1,-1,1,1
3,48,0,0,15,0,0,0.5,0.0625,1,0.5,0,0,-1,1
7,96,1,5,5,22,2,0,0,1,0,0,1,1,1
2,59,0,0,35,0,1,1,1,1,0,1,-1,-1,1
2,29,0,2,8,0,0,0,0.153846,1,0,0,1,1,1
1,102,3,27,73,0,0,0,0.785714,1,1,1,1,-1,1
3,40,0,4,21,0,0,0,0,1,0,0,1,1,1
7,110,1,5,5,30,2,0,0,1,0,0,1,1,1
2,48,0,0,22,0,0,0.5,1,1,0,1,-1,0,1
2,35,0,0,14,0,0,0,0.153846,1,0,0,1,1,1
3,60,1,0,32,0,0,0,0,1,1,0,1,-1,1
2,46,1,0,22,0,0,1,1,1,0,1,-1,-1,1
2,55,1,0,5,0,0,0,0,0,1,0,1,-1,1
1,102,3,19,73,0,0,0,0.785714,1,1,1,1,-1,1
3,49,0,0,21,0,0,0,0,1,1,0,1,-1,1
3,47,0,3,17,0,1,0.75,0.222222,1,0.125,0,0,-1,1
3,49,0,0,21,0,0,0,0,1,1,0,1,-1,1
7,83,2,2,5,0,2,0,0,1,1,0,1,-1,1
3,64,0,0,36,0,1,1,1,1,0,1,-1,-1,1
11,163,0,20,73,0,1,0,0.115385,1,0.958904,0,1,-1,1
5,73,2,0,42,0,0,1,1,1,0,1,-1,-1,1
4,51,0,0,16,0,0,0,0.071429,1,1,0,1,-1,1
4,52,0,0,17,0,0,0,0.071429,1,1,0,1,-1,1
3,52,0,0,31,0,0,0.733333,0.941176,1,0,1,-1,-1,1
2,34,0,0,13,0,0,0,1,1,0,1,-1,1,1
3,38,0,4,16,0,0,0,0,1,0,0,1,1,1
2,55,0,0,31,0,0,0,0.785714,1,1,1,1,-1,1
3,50,0,0,21,0,0,0,0.666667,1,1,0,0,-1,1
2,56,0,0,25,0,0,0,0.583333,1,0.8,0,-1,-1,1
8,93,1,12,20,0,0,0,1,0,0.666667,1,-1,0,1
4,44,0,4,21,0,0,0,0,1,0,0,1,1,1
2,108,2,1,49,40,0,0,0,1,0,0,1,1,1
2,35,0,0,14,0,0,0,1,1,0,1,-1,1,1
2,67,1,0,49,0,0,0,0,1,0,0,1,1,1
3,50,0,0,21,0,0,0,0,1,1,0,1,-1,1
3,66,0,0,37,0,0,0,0,1,1,0,1,-1,1
2,145,0,71,57,65,1,0,0,1,0,0,1,1,1
2,39,0,0,17,0,0,0.923077,1,1,0,1,-1,-1,1
2,50,1,0,23,0,0,0,0.666667,1,0,1,1,1,1
4,45,0,4,22,0,0,0,0,1,0,0,1,1,1
2,180,0,71,57,100,1,0,0,1,0,0,1,1,1
1,35,1,0,20,0,0,0,0,0,0,1,1,1,1
4,73,0,0,39,0,0,1,1,1,0,1,-1,-1,1
2,64,1,0,37,0,0,0,0,0,0,1,1,1,1
3,30,0,0,9,0,0,1,1,1,0,1,-1,-1,1
2,92,1,1,61,0,0,1,1,1,0,1,-1,-1,1
2,47,1,0,24,0,0,0.923077,1,1,0,1,-1,-1,1
2,47,1,0,24,0,0,0.923077,1,1,0,1,-1,-1,1
2,47,1,0,24,0,0,0.923077,1,1,0,1,-1,-1,1
2,48,1,0,25,0,0,0.923077,1,1,0,1,-1,-1,1
2,46,1,0,23,0,0,0.923077,1,1,0,1,-1,-1,1
2,46,1,0,23,0,0,0.923077,1,1,0,1,-1,-1,1
2,47,1,0,24,0,0,0.923077,1,1,0,1,-1,-1,1
2,46,1,0,23,0,0,0.923077,1,1,0,1,-1,-1,1
5,71,2,0,40,0,0,1,1,1,0,1,-1,-1,1
2,179,0,71,57,99,1,0,0,1,0,0,1,1,1
3,65,0,0,43,0,1,1,1,1,0,1,-1,-1,1
2,54,0,0,35,0,0,0,0,1,0,0,1,1,1
2,51,0,0,32,0,0,0,0,1,0,0,1,1,1
4,58,1,1,19,3,0,0.964286,0.975,1,0,1,-1,-1,1
3,46,0,0,29,0,0,0,1,1,0,1,-1,1,1
3,55,0,0,10,0,0,0.923077,1,1,0,1,-1,-1,1
2,66,1,0,35,0,0,0,0.583333,1,0.8,0,-1,-1,1
3,94,2,2,60,0,0,0.6,1,1,0,1,-1,0,1
2,44,1,0,19,0,0,0,0,1,0,0,1,1,1
2,105,0,23,57,25,1,0,0,1,0,0,1,1,1
2,190,0,71,57,110,1,0,0,1,0,0,1,1,1
3,34,0,0,12,0,0,0.75,0.675676,1,0,1,0,-1,1
3,68,1,0,40,0,0,0,0,1,0,0,1,1,1
3,49,0,1,20,0,0,0,0.5,0,0,1,-1,1,1
2,36,0,0,14,0,0,0.923077,1,1,0,1,-1,-1,1
2,189,0,71,57,109,1,0,0,1,0,0,1,1,1
2,61,0,0,37,0,0,0,1,1,0,1,1,1,1
3,37,1,2,17,0,0,1,0.222222,1,0,1,1,-1,1
4,97,0,1,43,24,1,0.923077,1,0,0,1,-1,-1,1
3,83,1,7,54,0,0,0,1,1,0,1,1,1,1
3,54,0,0,35,0,0,0,0,1,0,0,1,1,1
3,57,0,0,38,0,0,0,0,1,0,0,1,1,1
3,54,0,0,35,0,0,0,0,1,0,0,1,1,1
2,43,0,0,15,0,0,0,0,1,1,0,1,-1,1
3,39,0,0,13,0,0,1,1,1,0,1,-1,-1,1
15,253,0,74,29,174,0,0,0.642857,1,0,0,0,1,1
2,42,0,1,22,0,0,0.135135,1,1,0,0,-1,1,1
3,49,0,0,25,0,0,0,0.642857,1,1,0,0,-1,1
2,49,1,1,25,0,0,0.923077,1,1,0,1,-1,-1,1
2,43,0,0,22,0,1,0.75,0.222222,1,0.125,0,0,-1,1
3,43,0,0,20,0,0,0,0,1,1,0,1,-1,1
3,46,0,0,23,0,0,0,0,1,1,0,1,-1,1
3,70,0,2,29,16,0,0,0.642857,1,0,0,0,1,1
4,58,0,0,29,4,0,0,0.642857,1,0,0,0,1,1
2,100,2,1,41,40,0,0,0,1,0,0,1,1,1
2,47,0,0,23,0,0,0,0,1,0,0,1,1,1
8,93,1,12,20,0,0,0,1,0,0.666667,1,-1,0,1
3,69,0,0,36,0,0,0.022727,1,1,0.977273,0,-1,-1,1
4,57,1,0,37,0,0,1,1,1,0,1,1,-1,1
2,63,0,0,35,3,1,1,1,1,0,1,-1,-1,1
4,67,0,0,41,0,0,0,0,1,0,0,1,1,1
2,108,2,1,41,48,0,0,0,1,0,0,1,1,1
3,68,0,7,39,0,0,0,0,1,1,0,1,-1,1
4,62,1,0,31,0,0,1,1,1,0,1,1,-1,1
1,58,1,19,33,0,0,0,0,1,1,0,1,-1,1
4,45,0,11,24,0,0,0,0.2,1,0,1,0,1,1
2,179,0,71,57,99,1,0,0,1,0,0,1,1,1
2,64,0,0,34,7,1,0,1,1,0,1,-1,1,1
2,46,0,2,26,0,0,0,1,1,1,1,-1,-1,1
2,183,0,71,57,103,1,0,0,1,0,0,1,1,1
2,48,1,0,24,0,0,0.2,0.222222,1,0.8,0,0,-1,1
2,45,1,0,22,0,0,0.923077,1,1,0,1,-1,-1,1
2,112,2,1,41,52,0,0,0,1,0,0,1,1,1
2,39,1,0,15,0,0,0.2,0.222222,1,0.8,0,0,-1,1
3,58,0,0,29,0,0,0,0.785714,1,1,1,1,-1,1
2,37,0,2,18,0,0,1,1,1,0,1,-1,-1,1
3,47,0,0,14,0,0,0,0.0625,1,1,0,1,-1,1
3,46,0,0,16,0,0,0,0,1,0.111111,0,1,1,1
2,40,0,0,18,0,0,0,0,1,0,0,1,1,1
4,54,0,8,17,15,0,0,0,1,0,0,1,1,1
1,27,0,0,6,0,0,0,0,1,0,0,1,1,1
3,54,0,0,25,0,0,0,1,1,0,1,-1,1,1
3,51,0,0,24,7,1,1,0.5,1,0,1,0,-1,1
2,47,0,4,28,0,0,0,0,0,1,0,1,-1,1
4,51,0,1,21,0,0,1,0.25,1,0,1,0,-1,1
3,38,0,2,15,0,0,1,1,1,0,1,-1,-1,1
3,41,0,2,18,0,0,1,1,1,0,1,-1,-1,1
4,45,0,1,29,0,0,0,0,1,0,0,1,1,1
2,45,0,2,25,0,0,0,0,1,1,0,1,-1,1
2,38,0,0,16,0,0,0.923077,1,1,0,1,-1,-1,1
2,38,0,0,16,0,0,0.923077,1,1,0,1,-1,-1,1
2,37,0,0,15,0,0,0.923077,1,1,0,1,-1,-1,1
2,51,0,1,33,0,1,1,1,1,0,1,-1,-1,1
2,75,1,6,49,0,0,1,1,1,0,1,-1,-1,1
3,85,0,0,56,0,0,0.9,1,1,0.1,1,-1,-1,1
2,55,0,0,34,0,1,0,0,1,0,0,1,1,1
2,97,1,1,38,40,0,0,0,1,0,0,1,1,1
5,71,0,0,36,0,0,0.923077,1,1,0,1,-1,-1,1
2,59,1,0,41,0,0,0,0,1,0,0,1,1,1
4,50,0,0,29,0,0,0,0.038462,1,0,0,0,1,1
3,44,0,0,20,0,0,0,0,1,0,0,1,1,1
3,55,0,1,33,0,1,1,1,1,0,1,-1,-1,1
3,53,0,0,25,0,1,0.9,0.090909,1,0.1,0,1,-1,1
2,56,0,0,34,0,1,0,1,1,1,1,-1,-1,1
2,58,0,1,29,0,0,0,0.785714,1,1,1,1,-1,1
3,69,0,0,36,4,1,1,1,1,0,1,-1,-1,1
3,63,0,0,35,0,1,0.9,0.090909,1,0.1,0,1,-1,1
6,110,0,0,24,66,2,1,0.5,1,0,1,0,-1,1
3,37,0,0,9,0,0,0.923077,1,1,0,1,-1,-1,1
3,75,1,0,49,0,0,0,0,1,0,0,1,1,1
4,53,1,0,32,0,1,0,0,1,0,0,1,1,1
2,34,0,0,15,0,0,0,0,1,1,0,1,-1,1
4,42,0,0,17,0,1,0,1,1,1,0,-1,-1,1
3,87,0,1,33,31,1,1,1,1,0,1,-1,-1,1
2,63,1,0,28,0,0,0.923077,1,1,0,1,-1,-1,1
2,56,0,0,38,0,0,0,0,1,0,0,1,1,1
2,58,0,0,38,0,0,0.066667,0.076923,1,0.866667,0,1,-1,1
3,68,0,0,36,3,1,1,1,1,0,1,-1,-1,1
2,109,1,1,38,52,0,0,0,1,0,0,1,1,1
2,105,1,1,38,48,0,0,0,1,0,0,1,1,1
3,76,0,17,53,0,0,0,0.333333,1,0,0,-1,1,1
4,57,0,0,29,0,0,0,0.642857,1,1,0,0,-1,1
3,123,0,82,102,0,1,0,0,1,0.960784,0,1,-1,1
3,41,0,0,18,0,0,1,1,1,0,1,1,-1,1
2,37,0,0,18,0,0,0,0,1,0,0,1,1,1
2,36,0,0,15,0,0,0,0,1,0,0,1,1,1
2,202,3,5,34,146,1,0.040541,0.178571,1,0,0,0,1,1
3,49,0,0,24,0,0,0,0,1,0,0,1,1,1
3,63,1,0,39,0,1,0.923077,1,1,0,1,-1,-1,1
6,89,3,13,43,0,0,0,0,1,1,0,1,-1,1
3,44,0,0,26,0,0,0,0,1,0,0,1,1,1
3,80,2,0,51,0,0,0,0.2,1,1,0,0,-1,1
2,37,0,0,14,0,0,0,1,1,1,1,-1,-1,1
2,54,0,0,28,0,0,0,0,1,0,0,1,1,1
2,56,0,0,30,0,0,0,0,1,0,0,1,1,1
2,54,0,0,28,0,0,0,0,1,0,0,1,1,1
2,86,1,13,51,0,2,0,0.333333,1,0,0,0,1,1
4,57,0,0,28,0,1,0.923077,1,1,0,1,-1,-1,1
2,55,0,1,40,0,0,0.307692,1,1,0.692308,1,-1,-1,1
3,66,1,0,40,0,0,0,0,1,0,0,1,1,1
